#CHR	bp	cM
HanXRQChr14	133900001	38.05
HanXRQChr14	134000001	38.08
HanXRQChr14	134100001	38.12
HanXRQChr14	134200001	38.15
HanXRQChr14	134300001	38.18
HanXRQChr14	134400001	38.22
HanXRQChr14	134500001	38.25
HanXRQChr14	134600001	38.29
HanXRQChr14	134700001	38.32
HanXRQChr14	134800001	38.35
HanXRQChr14	134900001	38.39
HanXRQChr14	135000001	38.42
HanXRQChr14	135100001	38.46
HanXRQChr14	135200001	38.49
HanXRQChr14	135300001	38.52
HanXRQChr14	135400001	38.56
HanXRQChr14	135500001	38.59
HanXRQChr14	135600001	38.62
HanXRQChr14	135700001	38.66
HanXRQChr14	135800001	38.69
HanXRQChr14	135900001	38.72
HanXRQChr14	136000001	38.76
HanXRQChr14	136100001	38.79
HanXRQChr14	136200001	38.82
HanXRQChr14	136300001	38.86
HanXRQChr14	136400001	38.89
HanXRQChr14	136500001	38.92
HanXRQChr14	136600001	38.95
HanXRQChr14	136700001	38.99
HanXRQChr14	136800001	39.02
HanXRQChr14	136900001	39.05
HanXRQChr14	137000001	39.08
HanXRQChr14	137100001	39.12
HanXRQChr14	137200001	39.15
HanXRQChr14	137300001	39.18
HanXRQChr14	137400001	39.21
HanXRQChr14	137500001	39.25
HanXRQChr14	137600001	39.28
HanXRQChr14	137700001	39.31
HanXRQChr14	137800001	39.34
HanXRQChr14	137900001	39.38
HanXRQChr14	138000001	39.41
HanXRQChr14	138100001	39.44
HanXRQChr14	138200001	39.47
HanXRQChr14	138300001	39.5
HanXRQChr14	138400001	39.54
HanXRQChr14	138500001	39.57
HanXRQChr14	138600001	39.6
HanXRQChr14	138700001	39.63
HanXRQChr14	138800001	39.66
HanXRQChr14	138900001	39.7
HanXRQChr14	139000001	39.73
HanXRQChr14	139100001	39.76
HanXRQChr14	139200001	39.79
HanXRQChr14	139300001	39.82
HanXRQChr14	139400001	39.86
HanXRQChr14	139500001	39.89
HanXRQChr14	139600001	39.92
HanXRQChr14	139700001	39.95
HanXRQChr14	139800001	39.98
HanXRQChr14	139900001	40.01
HanXRQChr14	140000001	40.05
HanXRQChr14	140100001	40.08
HanXRQChr14	140200001	40.11
HanXRQChr14	140300001	40.14
HanXRQChr14	140400001	40.17
HanXRQChr14	140500001	40.2
HanXRQChr14	140600001	40.24
HanXRQChr14	140700001	40.27
HanXRQChr14	140800001	40.3
HanXRQChr14	140900001	40.33
HanXRQChr14	141000001	40.36
HanXRQChr14	141100001	40.39
HanXRQChr14	141200001	40.42
HanXRQChr14	141300001	40.46
HanXRQChr14	141400001	40.49
HanXRQChr14	141500001	40.52
HanXRQChr14	141600001	40.55
HanXRQChr14	141700001	40.58
HanXRQChr14	141800001	40.61
HanXRQChr14	141900001	40.64
HanXRQChr14	142000001	40.68
HanXRQChr14	142100001	40.71
HanXRQChr14	142200001	40.74
HanXRQChr14	142300001	40.77
HanXRQChr14	142400001	40.8
HanXRQChr14	142500001	40.83
HanXRQChr14	142600001	40.86
HanXRQChr14	142700001	40.9
HanXRQChr14	142800001	40.93
HanXRQChr14	142900001	40.96
HanXRQChr14	143000001	40.99
HanXRQChr14	143100001	41.02
HanXRQChr14	143200001	41.05
HanXRQChr14	143300001	41.08
HanXRQChr14	143400001	41.12
HanXRQChr14	143500001	41.15
HanXRQChr14	143600001	41.18
HanXRQChr14	143700001	41.21
HanXRQChr14	143800001	41.24
HanXRQChr14	143900001	41.27
HanXRQChr14	144000001	41.31
HanXRQChr14	144100001	41.34
HanXRQChr14	144200001	41.37
HanXRQChr14	144300001	41.4
HanXRQChr14	144400001	41.43
HanXRQChr14	144500001	41.46
HanXRQChr14	144600001	41.5
HanXRQChr14	144700001	41.53
HanXRQChr14	144800001	41.56
HanXRQChr14	144900001	41.59
HanXRQChr14	145000001	41.62
HanXRQChr14	145100001	41.65
HanXRQChr14	145200001	41.69
HanXRQChr14	145300001	41.72
HanXRQChr14	145400001	41.75
HanXRQChr14	145500001	41.78
HanXRQChr14	145600001	41.81
HanXRQChr14	145700001	41.85
HanXRQChr14	145800001	41.88
HanXRQChr14	145900001	41.91
HanXRQChr14	146000001	41.94
HanXRQChr14	146100001	41.97
HanXRQChr14	146200001	42.01
HanXRQChr14	146300001	42.04
HanXRQChr14	146400001	42.07
HanXRQChr14	146500001	42.1
HanXRQChr14	146600001	42.14
HanXRQChr14	146700001	42.17
HanXRQChr14	146800001	42.2
HanXRQChr14	146900001	42.23
HanXRQChr14	147000001	42.27
HanXRQChr14	147100001	42.3
HanXRQChr14	147200001	42.33
HanXRQChr14	147300001	42.36
HanXRQChr14	147400001	42.4
HanXRQChr14	147500001	42.43
HanXRQChr14	147600001	42.46
HanXRQChr14	147700001	42.49
HanXRQChr14	147800001	42.53
HanXRQChr14	147900001	42.56
HanXRQChr14	148000001	42.59
HanXRQChr14	148100001	42.63
HanXRQChr14	148200001	42.66
HanXRQChr14	148300001	42.69
HanXRQChr14	148400001	42.73
HanXRQChr14	148500001	42.76
HanXRQChr14	148600001	42.79
HanXRQChr14	148700001	42.83
HanXRQChr14	148800001	42.86
HanXRQChr14	148900001	42.89
HanXRQChr14	149000001	42.93
HanXRQChr14	149100001	42.96
HanXRQChr14	149200001	42.99
HanXRQChr14	149300001	43.03
HanXRQChr14	149400001	43.06
HanXRQChr14	149500001	43.1
HanXRQChr14	149600001	43.13
HanXRQChr14	149700001	43.16
HanXRQChr14	149800001	43.2
HanXRQChr14	149900001	43.23
HanXRQChr14	150000001	43.27
HanXRQChr14	150100001	43.3
HanXRQChr14	150200001	43.34
HanXRQChr14	150300001	43.37
HanXRQChr14	150400001	43.41
HanXRQChr14	150500001	43.44
HanXRQChr14	150600001	43.48
HanXRQChr14	150700001	43.51
HanXRQChr14	150800001	43.55
HanXRQChr14	150900001	43.58
HanXRQChr14	151000001	43.62
HanXRQChr14	151100001	43.65
HanXRQChr14	151200001	43.69
HanXRQChr14	151300001	43.73
HanXRQChr14	151400001	43.76
HanXRQChr14	151500001	43.8
HanXRQChr14	151600001	43.84
HanXRQChr14	151700001	43.88
HanXRQChr14	151800001	43.92
HanXRQChr14	151900001	43.95
HanXRQChr14	152000001	43.99
HanXRQChr14	152100001	44.03
HanXRQChr14	152200001	44.07
HanXRQChr14	152300001	44.11
HanXRQChr14	152400001	44.15
HanXRQChr14	152500001	44.19
HanXRQChr14	152600001	44.23
HanXRQChr14	152700001	44.27
HanXRQChr14	152800001	44.31
HanXRQChr14	152900001	44.36
HanXRQChr14	153000001	44.4
HanXRQChr14	153100001	44.44
HanXRQChr14	153200001	44.48
HanXRQChr14	153300001	44.53
HanXRQChr14	153400001	44.57
HanXRQChr14	153500001	44.62
HanXRQChr14	153600001	44.66
HanXRQChr14	153700001	44.71
HanXRQChr14	153800001	44.75
HanXRQChr14	153900001	44.8
HanXRQChr14	154000001	44.85
HanXRQChr14	154100001	44.9
HanXRQChr14	154200001	44.94
HanXRQChr14	154300001	44.99
HanXRQChr14	154400001	45.04
HanXRQChr14	154500001	45.09
HanXRQChr14	154600001	45.14
HanXRQChr14	154700001	45.19
HanXRQChr14	154800001	45.24
HanXRQChr14	154900001	45.3
HanXRQChr14	155000001	45.35
HanXRQChr14	155100001	45.4
HanXRQChr14	155200001	45.46
HanXRQChr14	155300001	45.51
HanXRQChr14	155400001	45.57
HanXRQChr14	155500001	45.62
HanXRQChr14	155600001	45.68
HanXRQChr14	155700001	45.74
HanXRQChr14	155800001	45.8
HanXRQChr14	155900001	45.85
HanXRQChr14	156000001	45.91
HanXRQChr14	156100001	45.97
HanXRQChr14	156200001	46.04
HanXRQChr14	156300001	46.1
HanXRQChr14	156400001	46.16
HanXRQChr14	156500001	46.22
HanXRQChr14	156600001	46.29
HanXRQChr14	156700001	46.35
HanXRQChr14	156800001	46.42
HanXRQChr14	156900001	46.48
HanXRQChr14	157000001	46.55
HanXRQChr14	157100001	46.62
HanXRQChr14	157200001	46.69
HanXRQChr14	157300001	46.76
HanXRQChr14	157400001	46.83
HanXRQChr14	157500001	46.9
HanXRQChr14	157600001	46.97
HanXRQChr14	157700001	47.05
HanXRQChr14	157800001	47.12
HanXRQChr14	157900001	47.2
HanXRQChr14	158000001	47.27
HanXRQChr14	158100001	47.35
HanXRQChr14	158200001	47.43
HanXRQChr14	158300001	47.51
HanXRQChr14	158400001	47.59
HanXRQChr14	158500001	47.67
HanXRQChr14	158600001	47.75
HanXRQChr14	158700001	47.83
HanXRQChr14	158800001	47.92
HanXRQChr14	158900001	48
HanXRQChr14	159000001	48.09
HanXRQChr14	159100001	48.18
HanXRQChr14	159200001	48.26
HanXRQChr14	159300001	48.35
HanXRQChr14	159400001	48.44
HanXRQChr14	159500001	48.54
HanXRQChr14	159600001	48.63
HanXRQChr14	159700001	48.72
HanXRQChr14	159800001	48.82
HanXRQChr14	159900001	48.91
HanXRQChr14	160000001	49.01
HanXRQChr14	160100001	49.11
HanXRQChr14	160200001	49.21
HanXRQChr14	160300001	49.31
HanXRQChr14	160400001	49.41
HanXRQChr14	160500001	49.51
HanXRQChr14	160600001	49.62
HanXRQChr14	160700001	49.72
HanXRQChr14	160800001	49.83
HanXRQChr14	160900001	49.93
HanXRQChr14	161000001	50.04
HanXRQChr14	161100001	50.15
HanXRQChr14	161200001	50.27
HanXRQChr14	161300001	50.38
HanXRQChr14	161400001	50.49
HanXRQChr14	161500001	50.61
HanXRQChr14	161600001	50.72
HanXRQChr14	161700001	50.84
HanXRQChr14	161800001	50.96
HanXRQChr14	161900001	51.08
HanXRQChr14	162000001	51.2
HanXRQChr14	162100001	51.33
HanXRQChr14	162200001	51.45
HanXRQChr14	162300001	51.58
HanXRQChr14	162400001	51.7
HanXRQChr14	162500001	51.83
HanXRQChr14	162600001	51.96
HanXRQChr14	162700001	52.09
HanXRQChr14	162800001	52.23
HanXRQChr14	162900001	52.36
HanXRQChr14	163000001	52.5
HanXRQChr14	163100001	52.63
HanXRQChr14	163200001	52.77
HanXRQChr14	163300001	52.91
HanXRQChr14	163400001	53.05
HanXRQChr14	163500001	53.2
HanXRQChr14	163600001	53.34
HanXRQChr14	163700001	53.49
HanXRQChr14	163800001	53.64
HanXRQChr14	163900001	53.78
HanXRQChr14	164000001	53.94
HanXRQChr14	164100001	54.09
HanXRQChr14	164200001	54.24
HanXRQChr14	164300001	54.4
HanXRQChr14	164400001	54.55
HanXRQChr14	164500001	54.71
HanXRQChr14	164600001	54.87
HanXRQChr14	164700001	55.03
HanXRQChr14	164800001	55.2
HanXRQChr14	164900001	55.36
HanXRQChr14	165000001	55.53
HanXRQChr14	165100001	55.7
HanXRQChr14	165200001	55.87
HanXRQChr14	165300001	56.04
HanXRQChr14	165400001	56.21
HanXRQChr14	165500001	56.39
HanXRQChr14	165600001	56.57
HanXRQChr14	165700001	56.74
HanXRQChr14	165800001	56.92
HanXRQChr14	165900001	57.11
HanXRQChr14	166000001	57.29
HanXRQChr14	166100001	57.48
HanXRQChr14	166200001	57.66
HanXRQChr14	166300001	57.85
HanXRQChr14	166400001	58.04
HanXRQChr14	166500001	58.23
HanXRQChr14	166600001	58.43
HanXRQChr14	166700001	58.63
HanXRQChr14	166800001	58.82
HanXRQChr14	166900001	59.02
HanXRQChr14	167000001	59.23
HanXRQChr14	167100001	59.43
HanXRQChr14	167200001	59.63
HanXRQChr14	167300001	59.84
HanXRQChr14	167400001	60.05
HanXRQChr14	167500001	60.26
HanXRQChr14	167600001	60.48
HanXRQChr14	167700001	60.69
HanXRQChr14	167800001	60.91
HanXRQChr14	167900001	61.13
HanXRQChr14	168000001	61.35
HanXRQChr14	168100001	61.57
HanXRQChr14	168200001	61.8
HanXRQChr14	168300001	62.02
HanXRQChr14	168400001	62.25
HanXRQChr14	168500001	62.48
HanXRQChr14	168600001	62.71
HanXRQChr14	168700001	62.95
HanXRQChr14	168800001	63.19
HanXRQChr14	168900001	63.43
HanXRQChr14	169000001	63.67
HanXRQChr14	169100001	63.91
HanXRQChr14	169200001	64.15
HanXRQChr14	169300001	64.4
HanXRQChr14	169400001	64.65
HanXRQChr14	169500001	64.9
HanXRQChr14	169600001	65.16
HanXRQChr14	169700001	65.41
HanXRQChr14	169800001	65.67
HanXRQChr14	169900001	65.93
HanXRQChr14	170000001	66.19
HanXRQChr14	170100001	66.46
HanXRQChr14	170200001	66.72
HanXRQChr14	170300001	66.99
HanXRQChr14	170400001	67.26
HanXRQChr14	170500001	67.54
HanXRQChr14	170600001	67.81
HanXRQChr14	170700001	68.09
HanXRQChr14	170800001	68.37
HanXRQChr14	170900001	68.65
HanXRQChr14	171000001	68.93
HanXRQChr14	171100001	69.22
HanXRQChr14	171200001	69.51
HanXRQChr14	171300001	69.8
HanXRQChr14	171400001	70.09
HanXRQChr14	171500001	70.39
HanXRQChr14	171600001	70.69
HanXRQChr14	171700001	70.99
HanXRQChr14	171800001	71.29
HanXRQChr14	171900001	71.6
HanXRQChr14	172000001	71.9
HanXRQChr14	172100001	72.21
HanXRQChr14	172200001	72.53
HanXRQChr14	172300001	72.84
HanXRQChr14	172400001	73.16
HanXRQChr14	172500001	73.48
HanXRQChr14	172600001	73.8
HanXRQChr14	172700001	74.12
HanXRQChr14	172800001	74.45
HanXRQChr14	172900001	74.78
HanXRQChr14	173000001	75.11
HanXRQChr14	173100001	75.44
HanXRQChr14	173200001	75.78
HanXRQChr14	173300001	76.12
HanXRQChr14	173400001	76.46
HanXRQChr14	173500001	76.81
HanXRQChr14	173600001	77.15
HanXRQChr14	173700001	77.5
HanXRQChr14	173800001	77.85
HanXRQChr14	173900001	78.21
HanXRQChr14	174000001	78.57
HanXRQChr14	174100001	78.92
HanXRQChr14	174200001	79.29
HanXRQChr14	174300001	79.65
HanXRQChr14	174400001	80.02
HanXRQChr14	174500001	80.39
HanXRQChr14	174509413	80.42
HanXRQChr15	1	0
HanXRQChr15	100001	0.34
HanXRQChr15	200001	0.68
HanXRQChr15	300001	1.02
HanXRQChr15	400001	1.36
HanXRQChr15	500001	1.7
HanXRQChr15	600001	2.04
HanXRQChr15	700001	2.37
HanXRQChr15	800001	2.71
HanXRQChr15	900001	3.04
HanXRQChr15	1000001	3.37
HanXRQChr15	1100001	3.7
HanXRQChr15	1200001	4.02
HanXRQChr15	1300001	4.35
HanXRQChr15	1400001	4.67
HanXRQChr15	1500001	4.99
HanXRQChr15	1600001	5.31
HanXRQChr15	1700001	5.63
HanXRQChr15	1800001	5.94
HanXRQChr15	1900001	6.25
HanXRQChr15	2000001	6.56
HanXRQChr15	2100001	6.87
HanXRQChr15	2200001	7.18
HanXRQChr15	2300001	7.48
HanXRQChr15	2400001	7.79
HanXRQChr15	2500001	8.09
HanXRQChr15	2600001	8.39
HanXRQChr15	2700001	8.68
HanXRQChr15	2800001	8.98
HanXRQChr15	2900001	9.27
HanXRQChr15	3000001	9.57
HanXRQChr15	3100001	9.85
HanXRQChr15	3200001	10.14
HanXRQChr15	3300001	10.43
HanXRQChr15	3400001	10.71
HanXRQChr15	3500001	11
HanXRQChr15	3600001	11.28
HanXRQChr15	3700001	11.56
HanXRQChr15	3800001	11.83
HanXRQChr15	3900001	12.11
HanXRQChr15	4000001	12.38
HanXRQChr15	4100001	12.65
HanXRQChr15	4200001	12.92
HanXRQChr15	4300001	13.19
HanXRQChr15	4400001	13.46
HanXRQChr15	4500001	13.72
HanXRQChr15	4600001	13.99
HanXRQChr15	4700001	14.25
HanXRQChr15	4800001	14.51
HanXRQChr15	4900001	14.77
HanXRQChr15	5000001	15.02
HanXRQChr15	5100001	15.28
HanXRQChr15	5200001	15.53
HanXRQChr15	5300001	15.78
HanXRQChr15	5400001	16.03
HanXRQChr15	5500001	16.28
HanXRQChr15	5600001	16.52
HanXRQChr15	5700001	16.77
HanXRQChr15	5800001	17.01
HanXRQChr15	5900001	17.25
HanXRQChr15	6000001	17.49
HanXRQChr15	6100001	17.73
HanXRQChr15	6200001	17.97
HanXRQChr15	6300001	18.2
HanXRQChr15	6400001	18.43
HanXRQChr15	6500001	18.66
HanXRQChr15	6600001	18.89
HanXRQChr15	6700001	19.12
HanXRQChr15	6800001	19.35
HanXRQChr15	6900001	19.57
HanXRQChr15	7000001	19.8
HanXRQChr15	7100001	20.02
HanXRQChr15	7200001	20.24
HanXRQChr15	7300001	20.46
HanXRQChr15	7400001	20.67
HanXRQChr15	7500001	20.89
HanXRQChr15	7600001	21.1
HanXRQChr15	7700001	21.32
HanXRQChr15	7800001	21.53
HanXRQChr15	7900001	21.74
HanXRQChr15	8000001	21.94
HanXRQChr15	8100001	22.15
HanXRQChr15	8200001	22.35
HanXRQChr15	8300001	22.56
HanXRQChr15	8400001	22.76
HanXRQChr15	8500001	22.96
HanXRQChr15	8600001	23.16
HanXRQChr15	8700001	23.36
HanXRQChr15	8800001	23.55
HanXRQChr15	8900001	23.75
HanXRQChr15	9000001	23.94
HanXRQChr15	9100001	24.13
HanXRQChr15	9200001	24.32
HanXRQChr15	9300001	24.51
HanXRQChr15	9400001	24.7
HanXRQChr15	9500001	24.88
HanXRQChr15	9600001	25.07
HanXRQChr15	9700001	25.25
HanXRQChr15	9800001	25.43
HanXRQChr15	9900001	25.61
HanXRQChr15	10000001	25.79
HanXRQChr15	10100001	25.97
HanXRQChr15	10200001	26.15
HanXRQChr15	10300001	26.32
HanXRQChr15	10400001	26.49
HanXRQChr15	10500001	26.67
HanXRQChr15	10600001	26.84
HanXRQChr15	10700001	27.01
HanXRQChr15	10800001	27.17
HanXRQChr15	10900001	27.34
HanXRQChr15	11000001	27.51
HanXRQChr15	11100001	27.67
HanXRQChr15	11200001	27.83
HanXRQChr15	11300001	27.99
HanXRQChr15	11400001	28.15
HanXRQChr15	11500001	28.31
HanXRQChr15	11600001	28.47
HanXRQChr15	11700001	28.63
HanXRQChr15	11800001	28.78
HanXRQChr15	11900001	28.94
HanXRQChr15	12000001	29.09
HanXRQChr15	12100001	29.24
HanXRQChr15	12200001	29.39
HanXRQChr15	12300001	29.54
HanXRQChr15	12400001	29.69
HanXRQChr15	12500001	29.83
HanXRQChr15	12600001	29.98
HanXRQChr15	12700001	30.12
HanXRQChr15	12800001	30.27
HanXRQChr15	12900001	30.41
HanXRQChr15	13000001	30.55
HanXRQChr15	13100001	30.69
HanXRQChr15	13200001	30.83
HanXRQChr15	13300001	30.96
HanXRQChr15	13400001	31.1
HanXRQChr15	13500001	31.23
HanXRQChr15	13600001	31.37
HanXRQChr15	13700001	31.5
HanXRQChr15	13800001	31.63
HanXRQChr15	13900001	31.76
HanXRQChr15	14000001	31.89
HanXRQChr15	14100001	32.02
HanXRQChr15	14200001	32.14
HanXRQChr15	14300001	32.27
HanXRQChr15	14400001	32.39
HanXRQChr15	14500001	32.52
HanXRQChr15	14600001	32.64
HanXRQChr15	14700001	32.76
HanXRQChr15	14800001	32.88
HanXRQChr15	14900001	33
HanXRQChr15	15000001	33.12
HanXRQChr15	15100001	33.24
HanXRQChr15	15200001	33.35
HanXRQChr15	15300001	33.47
HanXRQChr15	15400001	33.58
HanXRQChr15	15500001	33.69
HanXRQChr15	15600001	33.81
HanXRQChr15	15700001	33.92
HanXRQChr15	15800001	34.03
HanXRQChr15	15900001	34.14
HanXRQChr15	16000001	34.24
HanXRQChr15	16100001	34.35
HanXRQChr15	16200001	34.46
HanXRQChr15	16300001	34.56
HanXRQChr15	16400001	34.67
HanXRQChr15	16500001	34.77
HanXRQChr15	16600001	34.87
HanXRQChr15	16700001	34.97
HanXRQChr15	16800001	35.07
HanXRQChr15	16900001	35.17
HanXRQChr15	17000001	35.27
HanXRQChr15	17100001	35.37
HanXRQChr15	17200001	35.47
HanXRQChr15	17300001	35.56
HanXRQChr15	17400001	35.66
HanXRQChr15	17500001	35.75
HanXRQChr15	17600001	35.85
HanXRQChr15	17700001	35.94
HanXRQChr15	17800001	36.03
HanXRQChr15	17900001	36.12
HanXRQChr15	18000001	36.21
HanXRQChr15	18100001	36.3
HanXRQChr15	18200001	36.39
HanXRQChr15	18300001	36.47
HanXRQChr15	18400001	36.56
HanXRQChr15	18500001	36.65
HanXRQChr15	18600001	36.73
HanXRQChr15	18700001	36.82
HanXRQChr15	18800001	36.9
HanXRQChr15	18900001	36.98
HanXRQChr15	19000001	37.06
HanXRQChr15	19100001	37.14
HanXRQChr15	19200001	37.22
HanXRQChr15	19300001	37.3
HanXRQChr15	19400001	37.38
HanXRQChr15	19500001	37.46
HanXRQChr15	19600001	37.54
HanXRQChr15	19700001	37.61
HanXRQChr15	19800001	37.69
HanXRQChr15	19900001	37.76
HanXRQChr15	20000001	37.84
HanXRQChr15	20100001	37.91
HanXRQChr15	20200001	37.98
HanXRQChr15	20300001	38.06
HanXRQChr15	20400001	38.13
HanXRQChr15	20500001	38.2
HanXRQChr15	20600001	38.27
HanXRQChr15	20700001	38.34
HanXRQChr15	20800001	38.41
HanXRQChr15	20900001	38.47
HanXRQChr15	21000001	38.54
HanXRQChr15	21100001	38.61
HanXRQChr15	21200001	38.67
HanXRQChr15	21300001	38.74
HanXRQChr15	21400001	38.81
HanXRQChr15	21500001	38.87
HanXRQChr15	21600001	38.93
HanXRQChr15	21700001	39
HanXRQChr15	21800001	39.06
HanXRQChr15	21900001	39.12
HanXRQChr15	22000001	39.18
HanXRQChr15	22100001	39.24
HanXRQChr15	22200001	39.3
HanXRQChr15	22300001	39.36
HanXRQChr15	22400001	39.42
HanXRQChr15	22500001	39.48
HanXRQChr15	22600001	39.54
HanXRQChr15	22700001	39.6
HanXRQChr15	22800001	39.65
HanXRQChr15	22900001	39.71
HanXRQChr15	23000001	39.76
HanXRQChr15	23100001	39.82
HanXRQChr15	23200001	39.87
HanXRQChr15	23300001	39.93
HanXRQChr15	23400001	39.98
HanXRQChr15	23500001	40.04
HanXRQChr15	23600001	40.09
HanXRQChr15	23700001	40.14
HanXRQChr15	23800001	40.19
HanXRQChr15	23900001	40.24
HanXRQChr15	24000001	40.3
HanXRQChr15	24100001	40.35
HanXRQChr15	24200001	40.4
HanXRQChr15	24300001	40.45
HanXRQChr15	24400001	40.49
HanXRQChr15	24500001	40.54
HanXRQChr15	24600001	40.59
HanXRQChr15	24700001	40.64
HanXRQChr15	24800001	40.69
HanXRQChr15	24900001	40.74
HanXRQChr15	25000001	40.78
HanXRQChr15	25100001	40.83
HanXRQChr15	25200001	40.87
HanXRQChr15	25300001	40.92
HanXRQChr15	25400001	40.97
HanXRQChr15	25500001	41.01
HanXRQChr15	25600001	41.06
HanXRQChr15	25700001	41.1
HanXRQChr15	25800001	41.14
HanXRQChr15	25900001	41.19
HanXRQChr15	26000001	41.23
HanXRQChr15	26100001	41.27
HanXRQChr15	26200001	41.32
HanXRQChr15	26300001	41.36
HanXRQChr15	26400001	41.4
HanXRQChr15	26500001	41.44
HanXRQChr15	26600001	41.48
HanXRQChr15	26700001	41.52
HanXRQChr15	26800001	41.56
HanXRQChr15	26900001	41.6
HanXRQChr15	27000001	41.64
HanXRQChr15	27100001	41.68
HanXRQChr15	27200001	41.72
HanXRQChr15	27300001	41.76
HanXRQChr15	27400001	41.8
HanXRQChr15	27500001	41.83
HanXRQChr15	27600001	41.87
HanXRQChr15	27700001	41.91
HanXRQChr15	27800001	41.95
HanXRQChr15	27900001	41.98
HanXRQChr15	28000001	42.02
HanXRQChr15	28100001	42.06
HanXRQChr15	28200001	42.09
HanXRQChr15	28300001	42.13
HanXRQChr15	28400001	42.16
HanXRQChr15	28500001	42.2
HanXRQChr15	28600001	42.23
HanXRQChr15	28700001	42.27
HanXRQChr15	28800001	42.3
HanXRQChr15	28900001	42.33
HanXRQChr15	29000001	42.37
HanXRQChr15	29100001	42.4
HanXRQChr15	29200001	42.43
HanXRQChr15	29300001	42.46
HanXRQChr15	29400001	42.5
HanXRQChr15	29500001	42.53
HanXRQChr15	29600001	42.56
HanXRQChr15	29700001	42.59
HanXRQChr15	29800001	42.62
HanXRQChr15	29900001	42.65
HanXRQChr15	30000001	42.68
HanXRQChr15	30100001	42.71
HanXRQChr15	30200001	42.74
HanXRQChr15	30300001	42.77
HanXRQChr15	30400001	42.8
HanXRQChr15	30500001	42.83
HanXRQChr15	30600001	42.86
HanXRQChr15	30700001	42.89
HanXRQChr15	30800001	42.92
HanXRQChr15	30900001	42.95
HanXRQChr15	31000001	42.97
HanXRQChr15	31100001	43
HanXRQChr15	31200001	43.03
HanXRQChr15	31300001	43.06
HanXRQChr15	31400001	43.08
HanXRQChr15	31500001	43.11
HanXRQChr15	31600001	43.14
HanXRQChr15	31700001	43.16
HanXRQChr15	31800001	43.19
HanXRQChr15	31900001	43.21
HanXRQChr15	32000001	43.24
HanXRQChr15	32100001	43.27
HanXRQChr15	32200001	43.29
HanXRQChr15	32300001	43.32
HanXRQChr15	32400001	43.34
HanXRQChr15	32500001	43.36
HanXRQChr15	32600001	43.39
HanXRQChr15	32700001	43.41
HanXRQChr15	32800001	43.44
HanXRQChr15	32900001	43.46
HanXRQChr15	33000001	43.48
HanXRQChr15	33100001	43.51
HanXRQChr15	33200001	43.53
HanXRQChr15	33300001	43.55
HanXRQChr15	33400001	43.58
HanXRQChr15	33500001	43.6
HanXRQChr15	33600001	43.62
HanXRQChr15	33700001	43.64
HanXRQChr15	33800001	43.66
HanXRQChr15	33900001	43.69
HanXRQChr15	34000001	43.71
HanXRQChr15	34100001	43.73
HanXRQChr15	34200001	43.75
HanXRQChr15	34300001	43.77
HanXRQChr15	34400001	43.79
HanXRQChr15	34500001	43.81
HanXRQChr15	34600001	43.83
HanXRQChr15	34700001	43.85
HanXRQChr15	34800001	43.87
HanXRQChr15	34900001	43.89
HanXRQChr15	35000001	43.91
HanXRQChr15	35100001	43.93
HanXRQChr15	35200001	43.95
HanXRQChr15	35300001	43.97
HanXRQChr15	35400001	43.99
HanXRQChr15	35500001	44.01
HanXRQChr15	35600001	44.03
HanXRQChr15	35700001	44.05
HanXRQChr15	35800001	44.07
HanXRQChr15	35900001	44.09
HanXRQChr15	36000001	44.11
HanXRQChr15	36100001	44.12
HanXRQChr15	36200001	44.14
HanXRQChr15	36300001	44.16
HanXRQChr15	36400001	44.18
HanXRQChr15	36500001	44.2
HanXRQChr15	36600001	44.21
HanXRQChr15	36700001	44.23
HanXRQChr15	36800001	44.25
HanXRQChr15	36900001	44.27
HanXRQChr15	37000001	44.28
HanXRQChr15	37100001	44.3
HanXRQChr15	37200001	44.32
HanXRQChr15	37300001	44.34
HanXRQChr15	37400001	44.35
HanXRQChr15	37500001	44.37
HanXRQChr15	37600001	44.39
HanXRQChr15	37700001	44.4
HanXRQChr15	37800001	44.42
HanXRQChr15	37900001	44.44
HanXRQChr15	38000001	44.45
HanXRQChr15	38100001	44.47
HanXRQChr15	38200001	44.48
HanXRQChr15	38300001	44.5
HanXRQChr15	38400001	44.52
HanXRQChr15	38500001	44.53
HanXRQChr15	38600001	44.55
HanXRQChr15	38700001	44.56
HanXRQChr15	38800001	44.58
HanXRQChr15	38900001	44.6
HanXRQChr15	39000001	44.61
HanXRQChr15	39100001	44.63
HanXRQChr15	39200001	44.64
HanXRQChr15	39300001	44.66
HanXRQChr15	39400001	44.67
HanXRQChr15	39500001	44.69
HanXRQChr15	39600001	44.7
HanXRQChr15	39700001	44.72
HanXRQChr15	39800001	44.74
HanXRQChr15	39900001	44.75
HanXRQChr15	40000001	44.77
HanXRQChr15	40100001	44.78
HanXRQChr15	40200001	44.8
HanXRQChr15	40300001	44.81
HanXRQChr15	40400001	44.83
HanXRQChr15	40500001	44.84
HanXRQChr15	40600001	44.86
HanXRQChr15	40700001	44.87
HanXRQChr15	40800001	44.89
HanXRQChr15	40900001	44.9
HanXRQChr15	41000001	44.92
HanXRQChr15	41100001	44.93
HanXRQChr15	41200001	44.95
HanXRQChr15	41300001	44.96
HanXRQChr15	41400001	44.98
HanXRQChr15	41500001	44.99
